,name,last_name,first_name,Team,Average,Price,Pos,id
378,Idrissa Gueye,Gueye,Idrissa,EVE,0.0,5.0,M,156
379,Morgan Schneiderlin,Schneiderlin,Morgan,EVE,0.2,4.4,M,158
380,Andre Gomes,Andre Gomes,,EVE,0.3,5.2,M,114
381,Jean-Philippe Gbamin,Gbamin,Jean-Philippe,EVE,0.1,4.8,M,497
382,Beni Baningime,Baningime,Beni,EVE,0.0,4.5,M,557
383,James Maddison,Maddison,James,LEI,4.1,7.5,M,171
384,Harvey Barnes,Barnes,Harvey,LEI,3.2,6.1,M,172
385,Rachid Ghezzal,Ghezzal,Rachid,LEI,0.0,5.2,M,173
386,Marc Albrighton,Albrighton,Marc,LEI,0.3,5.1,M,174
387,Demarai Gray,Gray,Demarai,LEI,0.4,5.1,M,175
388,Wilfred Ndidi,Ndidi,Wilfred,LEI,2.2,5.0,M,176
389,Matty James,James,Matty,LEI,0.0,4.3,M,177
390,Daniel Amartey,Amartey,Daniel,LEI,0.0,4.3,M,178
391,Nampalys Mendy,Mendy,Nampalys,LEI,0.1,4.3,M,179
392,Hamza Choudhury,Choudhury,Hamza,LEI,0.5,4.3,M,180
393,Ayoze Perez,Perez,Ayoze,LEI,3.6,6.2,M,265
394,Youri Tielemans,Tielemans,Youri,LEI,3.0,6.2,M,448
395,Andy King,King,Andy,LEI,0.0,4.3,M,480
396,Dennis Praet,Praet,Dennis,LEI,0.9,5.3,M,517
397,Mohamed Salah,Salah,Mohamed,LIV,9.0,12.8,M,191
398,Sadio Mane,Mane,Sadio,LIV,8.0,12.4,M,192
399,Chamberlain,Chamberlain,,LIV,1.3,6.2,M,193
400,Xherdan Shaqiri,Shaqiri,Xherdan,LIV,0.1,6.3,M,194
401,Adam Lallana,Lallana,Adam,LIV,0.5,5.7,M,195
402,Naby Keita,Keita,Naby,LIV,0.4,5.8,M,196
403,Fabinho,Fabinho,,LIV,0.9,5.4,M,387
404,Jordan Henderson,Henderson,Jordan,LIV,3.5,5.4,M,198
405,Georginio Wijnaldum,Wijnaldum,Georginio,LIV,2.7,5.4,M,199
406,James Milner,Milner,James,LIV,0.9,5.3,M,200
407,Rafael Camacho,Camacho,Rafael,LIV,0.0,4.5,M,201
408,Harvey Elliott,Elliott,Harvey,LIV,0.0,4.5,M,550
409,Curtis Jones,Jones,Curtis,LIV,0.0,4.5,M,569
410,Takumi Minamino,Minamino,Takumi,LIV,0.1,6.2,M,590
411,Raheem Sterling,Sterling,Raheem,MCI,5.8,11.7,M,214
412,Kevin De Bruyne,De Bruyne,Kevin,MCI,7.2,10.7,M,215
413,Leroy Sane,Sane,Leroy,MCI,0.0,9.3,M,216
414,Riyad Mahrez,Mahrez,Riyad,MCI,4.9,8.4,M,217
415,Bernardo Silva,Bernardo Silva,,MCI,2.9,7.8,M,211
416,David Silva,David Silva,,MCI,3.2,7.3,M,219
417,Phil Foden,Foden,Phil,MCI,0.3,5.1,M,220
418,Fernandinho,Fernandinho,,MCI,1.4,5.2,M,618
419,Ilkay Gundogan,Gundogan,Ilkay,MCI,1.3,5.2,M,222
420,Rodrigo,Rodrigo,,MCI,2.6,5.4,M,443
421,Paul Pogba,Pogba,Paul,MUN,0.2,8.3,M,238
422,Anthony Martial,Martial,Anthony,MUN,4.8,8.0,M,239
423,Alexis Sanchez,Sanchez,Alexis,MUN,0.0,6.8,M,240
424,Jesse Lingard,Lingard,Jesse,MUN,0.4,6.3,M,241
425,Juan Mata,Mata,Juan,MUN,0.6,6.2,M,242
426,Daniel James,James,Daniel,MUN,2.2,5.8,M,243
427,Fred,Fred,,MUN,1.0,5.3,M,244
428,Angel Gomes,Gomes,Angel,MUN,0.0,4.8,M,245
429,Andreas Pereira,Pereira,Andreas,MUN,1.2,4.9,M,246
430,Nemanja Matic,Matic,Nemanja,MUN,0.5,4.8,M,247
431,Scott McTominay,McTominay,Scott,MUN,2.2,4.9,M,248
432,Tahith Chong,Chong,Tahith,MUN,0.1,4.3,M,249
433,James Garner,Garner,James,MUN,0.0,4.3,M,250
434,Bruno Fernandes,Fernandes,Bruno,MUN,0.6,8.3,M,221
435,Miguel Almiron,Almiron,Miguel,NEW,2.0,5.8,M,266
436,Christian Atsu,Atsu,Christian,NEW,0.6,5.3,M,267
437,Ki Sung-yueng,Ki Sung-yueng,,NEW,0.0,4.7,M,623
438,Jonjo Shelvey,Shelvey,Jonjo,NEW,3.6,4.9,M,269
439,Sean Longstaff,Longstaff,Sean,NEW,1.0,5.0,M,270
440,Isaac Hayden,Hayden,Isaac,NEW,1.7,4.3,M,271
441,Jack Colback,Colback,Jack,NEW,0.0,4.3,M,482
442,Jacob Murphy,Murphy,Jacob,NEW,0.0,4.8,M,483
443,Rolando Aarons,Aarons,Rolando,NEW,0.0,4.8,M,499
444,Allan Saint-Maximin,Saint-Maximin,Allan,NEW,0.8,5.4,M,500
445,Matthew Longstaff,Matthew Longstaff,,NEW,0.4,4.5,M,540
446,Thomas Allan,Allan,Thomas,NEW,0.0,4.5,M,598
447,Nabil Bentaleb,Bentaleb,Nabil,NEW,0.1,5.0,M,612
448,Valentino Lazaro,Lazaro,Valentino,NEW,0.0,5.4,M,614
449,Mario Vrancic,Vrancic,Mario,NOR,0.3,6.2,M,282
450,Emiliano Buendia,Buendia,Emiliano,NOR,1.9,6.0,M,283
451,Onel Hernandez,Hernandez,Onel,NOR,0.2,5.3,M,284
452,Marco Stiepermann,Stiepermann,Marco,NOR,0.4,5.1,M,285
453,Kenny McLean,McLean,Kenny,NOR,1.4,4.8,M,286
454,Todd Cantwell,Cantwell,Todd,NOR,2.9,4.8,M,287
455,Moritz Leitner,Leitner,Moritz,NOR,0.3,4.3,M,288
456,Alexander Tettey,Tettey,Alexander,NOR,1.7,4.5,M,289
457,Tom Trybull,Trybull,Tom,NOR,0.4,4.4,M,290
458,Patrick Roberts,Roberts,Patrick,NOR,0.0,5.1,M,435
459,Ibrahim Amadou,Amadou,Ibrahim,NOR,0.0,4.5,M,507
460,Ondrej Duda,Duda,Ondrej,NOR,0.3,4.8,M,601
461,Lukas Rupp,Rupp,Lukas,NOR,0.2,4.5,M,602
462,Mark Duffy,Duffy,Mark,SHU,0.0,5.2,M,300
463,John Fleck,Fleck,John,SHU,3.4,5.0,M,301
464,Oliver Norwood,Norwood,Oliver,SHU,2.0,4.9,M,302
465,Luke Freeman,Freeman,Luke,SHU,0.6,5.1,M,441
466,Callum Robinson,Callum Robinson,,SHU,0.0,5.0,M,453
467,Ravel Morrison,Morrison,Ravel,SHU,0.0,4.6,M,456
468,Ben Osborn,Osborn,Ben,SHU,0.1,4.7,M,472
469,Muhamed Besic,Besic,Muhamed,SHU,0.2,4.4,M,522
470,Jack Rodwell,Rodwell,Jack,SHU,0.0,4.5,M,591
471,Sander Berge,Berge,Sander,SHU,0.1,4.9,M,621
472,Nathan Redmond,Redmond,Nathan,SOU,1.8,6.2,M,320
473,James Ward-Prowse,Ward-Prowse,James,SOU,2.6,5.7,M,321
474,Mohamed Elyounoussi,Elyounoussi,Mohamed,SOU,0.0,5.2,M,322
475,Stuart Armstrong,Armstrong,Stuart,SOU,1.1,5.2,M,323
476,Mario Lemina,Lemina,Mario,SOU,0.0,4.7,M,324
477,Pierre-Emile Hojbjerg,Hojbjerg,Pierre-Emile,SOU,1.7,4.8,M,325
478,Tyreke Johnson,Johnson,Tyreke,SOU,0.0,4.4,M,326
479,Callum Slattery,Slattery,Callum,SOU,0.0,4.4,M,327
480,Oriol Romeu,Oriol Romeu,,SOU,0.9,4.3,M,328
481,Moussa Djenepo,Djenepo,Moussa,SOU,0.8,5.2,M,438
482,Sofiane Boufal,Boufal,Sofiane,SOU,0.6,5.5,M,508
483,William Smallbone,Smallbone,William,SOU,0.1,4.5,M,584
484,Heung-Min Son,Son,Heung-Min,TOT,3.4,9.8,M,342
485,Christian Eriksen,Eriksen,Christian,TOT,0.0,8.6,M,343
486,Bamidele Alli,Alli,Bamidele,TOT,6.0,8.3,M,344
487,Lucas Moura,Lucas Moura,,TOT,2.6,7.1,M,118
488,Erik Lamela,Lamela,Erik,TOT,1.0,5.7,M,346
489,Harry Winks,Winks,Harry,TOT,0.7,5.2,M,347
490,Victor Wanyama,Wanyama,Victor,TOT,0.0,4.7,M,348
491,Moussa Sissoko,Sissoko,Moussa,TOT,1.2,4.8,M,349
492,Eric Dier,Dier,Eric,TOT,0.4,4.8,M,350
493,Luke Amos,Amos,Luke,TOT,0.0,4.4,M,351
494,Oliver Skipp,Skipp,Oliver,TOT,0.1,4.3,M,352
495,Tanguy Ndombele,Ndombele,Tanguy,TOT,0.9,5.8,M,442
496,Giovani Lo Celso,Lo Celso,Giovani,TOT,0.4,7.3,M,523
497,Ryan Sessegnon,Sessegnon,Ryan,TOT,0.2,5.4,M,524
498,Georges-Kevin Nkoudou,Nkoudou,Georges-Kevin,TOT,0.0,5.0,M,527
499,Gedson Fernandes,Fernandes,Gedson,TOT,0.1,4.8,M,345
500,Steven Bergwijn,Bergwijn,Steven,TOT,0.4,7.5,M,615
501,Abdoulaye Doucoure,Doucoure,Abdoulaye,WAT,3.0,5.6,M,368
502,Roberto Pereyra,Pereyra,Roberto,WAT,1.5,5.6,M,369
503,Will Hughes,Hughes,Will,WAT,1.8,5.3,M,370
504,Tom Cleverley,Cleverley,Tom,WAT,0.4,4.8,M,371
505,Ken Sema,Sema,Ken,WAT,0.0,4.7,M,372
506,Etienne Capoue,Capoue,Etienne,WAT,2.1,4.8,M,373
507,Nathaniel Chalobah,Chalobah,Nathaniel,WAT,0.5,4.4,M,374
508,Domingos Quina,Quina,Domingos,WAT,0.1,4.4,M,375
509,Ismaila Sarr,Sarr,Ismaila,WAT,2.1,6.3,M,525
510,Ayotomiwa Dele-Bashiru,Dele-Bashiru,Ayotomiwa,WAT,0.0,4.5,M,563
511,Ignacio Pussetto,Pussetto,Ignacio,WAT,0.1,4.7,M,604
512,Michail Antonio,Antonio,Michail,WHU,0.9,6.9,M,389
513,Felipe Anderson,Felipe Anderson,,WHU,2.4,6.6,M,390
514,Manuel Lanzini,Lanzini,Manuel,WHU,1.0,6.2,M,391
515,Andriy Yarmolenko,Yarmolenko,Andriy,WHU,0.6,5.2,M,392
516,Robert Snodgrass,Snodgrass,Robert,WHU,3.5,5.3,M,393
517,Jack Wilshere,Wilshere,Jack,WHU,0.0,4.7,M,394
518,Declan Rice,Rice,Declan,WHU,1.7,4.7,M,395
519,Mark Noble,Noble,Mark,WHU,2.9,5.0,M,396
520,Carlos Sanchez,Carlos Sanchez,,WHU,0.1,4.3,M,397
521,Grady Diangana,Diangana,Grady,WHU,0.0,4.3,M,398
522,Pablo Fornals,Fornals,Pablo,WHU,1.9,6.0,M,399
523,Pedro Obiang,Obiang,Pedro,WHU,0.0,4.5,M,400
524,Nathan Holland,Holland,Nathan,WHU,0.0,4.4,M,568
525,Bernardo Costa Da Rosa,Rosa,Bernardo Costa Da,WHU,0.0,4.5,M,595
526,Tomas Soucek,Soucek,Tomas,WHU,0.1,4.9,M,616
527,Jarrod Bowen,Bowen,Jarrod,WHU,0.2,6.5,M,626
528,Neves,Neves,,WOL,1.9,5.2,M,414
529,Moutinho,Moutinho,,WOL,3.0,5.4,M,415
530,Morgan Gibbs-White,Gibbs-White,Morgan,WOL,0.1,4.7,M,416
531,Adama Traore,Traore,Adama,WOL,3.7,5.8,M,417
532,Helder Costa,Costa,Helder,WOL,0.0,4.9,M,418
533,Ivan Cavaleiro,Cavaleiro,Ivan,WOL,0.0,4.9,M,419
534,Leander Dendoncker,Dendoncker,Leander,WOL,1.9,4.4,M,420
535,Neto,Neto,,WOL,0.9,5.0,M,528
536,Taylor Perry,Perry,Taylor,WOL,0.0,4.5,M,560
537,Owen Otasowie,Otasowie,Owen,WOL,0.0,4.5,M,566
538,Luke Cundle,Cundle,Luke,WOL,0.0,4.5,M,567
539,Jordao,Jordao,,WOL,0.0,4.5,M,609
540,Podence,Podence,,WOL,0.1,5.2,M,619
541,Pierre-Emerick Aubameyang,Aubameyang,Pierre-Emerick,ARS,7.7,11.1,F,11
542,Alexandre Lacazette,Lacazette,Alexandre,ARS,4.0,9.3,F,12
543,Edward Nketiah,Nketiah,Edward,ARS,0.2,4.3,F,13
544,Martinelli,Martinelli,,ARS,0.9,4.5,F,504
545,Tyreece John-Jules,John-Jules,Tyreece,ARS,0.0,4.5,F,585
546,Jonathan Kodjia,Kodjia,Jonathan,AVL,0.0,5.4,F,26
547,Wesley,Wesley,,AVL,1.6,5.5,F,428
548,Mbwana Samatta,Samatta,Mbwana,AVL,3.9,5.9,F,613
549,Baston,Baston,,AVL,0.0,5.5,F,36
550,Callum Wilson,Callum Wilson,,BOU,3.2,7.4,F,67
551,Joshua King,King,Joshua,BOU,3.7,6.1,F,68
552,Dominic Solanke,Solanke,Dominic,BOU,0.9,5.2,F,69
553,Sam Surridge,Surridge,Sam,BOU,0.0,4.3,F,71
554,Glenn Murray,Murray,Glenn,BHA,0.5,5.4,F,44
555,Jurgen Locadia,Locadia,Jurgen,BHA,0.0,5.2,F,45
556,Florin Andone,Andone,Florin,BHA,0.0,4.7,F,46
557,Neal Maupay,Maupay,Neal,BHA,3.6,5.8,F,502
558,Aaron Connolly,Connolly,Aaron,BHA,1.9,4.3,F,534
559,Ashley Barnes,Barnes,Ashley,BUR,1.6,6.1,F,90
560,Chris Wood,Wood,Chris,BUR,4.4,6.1,F,91
561,Matej Vydra,Vydra,Matej,BUR,0.4,5.3,F,92
562,Jay Rodriguez,Rodriguez,Jay,BUR,1.7,5.7,F,451
563,Olivier Giroud,Giroud,Olivier,CHE,2.3,6.5,F,110
564,Tammy Abraham,Abraham,Tammy,CHE,3.1,7.5,F,460
565,Michy Batshuayi,Batshuayi,Michy,CHE,0.5,6.6,F,461
566,Christian Benteke,Benteke,Christian,CRY,1.2,5.7,F,129
567,Connor Wickham,Wickham,Connor,CRY,0.0,4.4,F,130
568,Cenk Tosun,Tosun,Cenk,CRY,0.2,5.7,F,146
569,Jordan Ayew,Ayew,Jordan,CRY,4.1,5.1,F,468
570,James Daly,Daly,James,CRY,0.0,4.5,F,581
571,Dominic Calvert-Lewin,Calvert-Lewin,Dominic,EVE,4.2,6.4,F,147
572,Moise Kean,Kean,Moise,EVE,1.3,6.4,F,496
573,Anthony Gordon,Gordon,Anthony,EVE,0.0,4.5,F,561
574,Oumar Niasse,Niasse,Oumar,EVE,0.1,4.5,F,570
575,Jamie Vardy,Vardy,Jamie,LEI,7.1,9.7,F,166
576,Kelechi Iheanacho,Iheanacho,Kelechi,LEI,3.8,5.7,F,167
577,Roberto Firmino,Firmino,Roberto,LIV,5.4,9.6,F,187
578,Divock Origi,Origi,Divock,LIV,2.1,5.1,F,188
579,Rhian Brewster,Brewster,Rhian,LIV,0.0,4.2,F,464
580,Sergio Aguero,Aguero,Sergio,MCI,7.7,11.9,F,210
581,Gabriel Jesus,Jesus,Gabriel,MCI,4.9,9.5,F,440
582,Romelu Lukaku,Lukaku,Romelu,MUN,0.0,8.5,F,232
583,Marcus Rashford,Rashford,Marcus,MUN,0.6,8.9,F,233
584,Mason Greenwood,Greenwood,Mason,MUN,1.8,4.3,F,234
585,Odion Ighalo,Ighalo,Odion,MUN,0.1,6.5,F,624
586,Yoshinori Muto,Muto,Yoshinori,NEW,0.1,5.1,F,260
587,Joselu,Joselu,,NEW,0.0,5.0,F,268
588,Joelinton,Joelinton,,NEW,1.6,5.5,F,466
589,Andy Carroll,Carroll,Andy,NEW,0.7,5.4,F,520
590,Dwight Gayle,Gayle,Dwight,NEW,0.2,5.0,F,554
591,Teemu Pukki,Pukki,Teemu,NOR,4.8,6.5,F,278
592,Dennis Srbeny,Srbeny,Dennis,NOR,0.0,5.2,F,279
593,Josip Drmic,Drmic,Josip,NOR,0.7,5.3,F,434
594,Adam Idah,Idah,Adam,NOR,0.1,4.4,F,538
595,Lys Mousset,Mousset,Lys,SHU,2.2,4.6,F,70
596,Billy Sharp,Sharp,Billy,SHU,0.6,5.6,F,298
597,David McGoldrick,McGoldrick,David,SHU,1.5,5.4,F,303
598,Oliver McBurnie,McBurnie,Oliver,SHU,1.7,5.7,F,501
599,Leon Clarke,Clarke,Leon,SHU,0.0,4.4,F,547
600,Richairo Zivkovic,Zivkovic,Richairo,SHU,0.0,4.8,F,622
601,Charlie Austin,Austin,Charlie,SOU,0.0,6.0,F,312
602,Danny Ings,Ings,Danny,SOU,5.1,7.2,F,313
603,Michael Obafemi,Obafemi,Michael,SOU,0.4,4.9,F,314
604,Shane Long,Long,Shane,SOU,2.3,4.6,F,315
605,Sam Gallagher,Gallagher,Sam,SOU,0.0,4.5,F,316
606,Che Adams,Adams,Che,SOU,0.7,5.3,F,437
607,Daniel N'Lundulu,N'Lundulu,Daniel,SOU,0.0,4.5,F,535
608,Harry Kane,Kane,Harry,TOT,4.2,10.8,F,338
609,Vincent Janssen,Janssen,Vincent,TOT,0.0,4.5,F,339
610,Troy Parrott,Parrott,Troy,TOT,0.6,4.3,F,509
611,Troy Deeney,Deeney,Troy,WAT,4.4,6.2,F,362
612,Gerard Deulofeu,Deulofeu,Gerard,WAT,1.6,6.1,F,363
613,Andre Gray,Gray,Andre,WAT,0.7,5.5,F,364
614,Success,Success,,WAT,0.1,4.7,F,365
615,Danny Welbeck,Welbeck,Danny,WAT,0.2,5.8,F,512
616,Joao Pedro,Joao Pedro,,WAT,0.0,4.9,F,592
617,Marko Arnautovic,Arnautovic,Marko,WHU,0.0,7.0,F,385
618,Chicharito,Chicharito,,WHU,0.0,6.0,F,357
619,Xande Silva,Xande Silva,,WHU,0.0,4.3,F,402
620,Sebastien Haller,Haller,Sebastien,WHU,3.9,6.8,F,457
621,Albian Ajeti,Ajeti,Albian,WHU,0.5,5.7,F,514
622,Raul Jimenez,Jimenez,Raul,WOL,6.4,8.0,F,409
623,Diogo Jota,Jota,Diogo,WOL,3.8,6.3,F,410
624,Patrick Cutrone,Cutrone,Patrick,WOL,0.0,5.5,F,487
625,Bernard Ashley-Seal,Ashley-Seal,Bernard,WOL,0.0,4.5,F,559
