last_name,first_name,Team,29,Average,30,Average,31,Average,32,Average,33,Average,34,Average,35,Average,36,Average,37,Average,38,Average,Price,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value
Baines, Leighton,EVE,0.2,0.2,0.2,0.2,0.0,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,£4.9,0.041,0.041,0.020,0.041,0.041,0.041,0.041,0.041,0.041,0.041
Delph, Fabian,EVE,0.4,0.4,0.4,0.4,0.0,0.3,0.4,0.3,0.4,0.3,0.4,0.3,0.4,0.3,0.8,0.4,0.4,0.4,0.4,0.4,£5.3,0.075,0.075,0.057,0.057,0.057,0.057,0.057,0.075,0.075,0.075
Gibson, Lewis,EVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£4.3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Holgate, Mason,EVE,2.2,2.2,2.8,2.5,0.0,1.7,2.6,1.9,2.7,2.1,2.1,2.1,1.7,2.0,3.9,2.2,2.0,2.2,2.8,2.3,£4.4,0.500,0.568,0.386,0.432,0.477,0.477,0.455,0.500,0.500,0.523
Sidibé, Djibril,EVE,1.6,1.6,2.2,1.9,0.0,1.3,2.0,1.5,2.1,1.6,1.6,1.6,1.2,1.5,3.2,1.7,1.5,1.7,2.2,1.8,£5.1,0.314,0.373,0.255,0.294,0.314,0.314,0.294,0.333,0.333,0.353
Cuco Martina,,EVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£4.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Pereira,,LEI,6.3,6.3,4.2,5.2,0.0,3.5,4.8,3.8,5.2,4.1,3.7,4.0,4.4,4.1,4.6,4.2,5.4,4.3,5.5,4.4,£6.3,1.000,0.825,0.556,0.603,0.651,0.635,0.651,0.667,0.683,0.698
Chilwell, Benjamin,LEI,6.0,6.0,3.9,5.0,0.0,3.3,4.5,3.6,4.9,3.9,3.4,3.8,4.1,3.8,4.3,3.9,5.2,4.0,5.1,4.1,£5.6,1.071,0.893,0.589,0.643,0.696,0.679,0.679,0.696,0.714,0.732
Evans, Jonny,LEI,5.4,5.4,3.4,4.4,0.0,2.9,3.9,3.2,4.2,3.4,2.9,3.3,3.5,3.3,3.7,3.4,4.6,3.5,4.4,3.6,£5.2,1.038,0.846,0.558,0.615,0.654,0.635,0.635,0.654,0.673,0.692
Fuchs, Christian,LEI,0.7,0.7,0.4,0.6,0.0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,£4.2,0.167,0.143,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095
Söyüncü, Çaglar,LEI,5.3,5.3,3.2,4.2,0.0,2.8,3.7,3.0,4.0,3.2,2.8,3.2,3.3,3.2,3.6,3.2,4.5,3.4,4.3,3.5,£5.0,1.060,0.840,0.560,0.600,0.640,0.640,0.640,0.640,0.680,0.700
Morgan, Wes,LEI,0.2,0.2,0.2,0.2,0.0,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,£4.1,0.049,0.049,0.024,0.049,0.049,0.049,0.049,0.049,0.049,0.049
Bennett, Ryan,LEI,0.6,0.6,0.4,0.5,0.0,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,£4.8,0.125,0.104,0.063,0.083,0.083,0.083,0.083,0.083,0.083,0.083
Justin, James,LEI,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,£4.7,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021
Benkovic, Filip,LEI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£3.9,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Robertson, Andrew,LIV,6.1,6.1,5.8,5.9,6.3,6.1,5.2,5.8,7.2,6.1,5.6,6.0,5.6,6.0,4.5,5.8,6.0,5.8,6.0,5.8,£7.0,0.871,0.843,0.871,0.829,0.871,0.857,0.857,0.829,0.829,0.829
Alexander-Arnold, Trent,LIV,7.9,7.9,7.2,7.6,8.0,7.7,6.9,7.5,8.6,7.7,7.3,7.6,7.2,7.6,5.9,7.4,7.7,7.4,7.2,7.4,£7.8,1.013,0.974,0.987,0.962,0.987,0.974,0.974,0.949,0.949,0.949
van Dijk, Virgil,LIV,5.9,5.9,5.6,5.8,6.1,5.9,5.1,5.7,7.0,5.9,5.5,5.9,5.4,5.8,4.3,5.6,5.8,5.6,5.8,5.6,£6.6,0.894,0.879,0.894,0.864,0.894,0.894,0.879,0.848,0.848,0.848
Gomez, Joseph,LIV,4.8,4.8,4.5,4.6,4.9,4.7,4.0,4.6,6.0,4.8,4.4,4.8,4.3,4.7,3.4,4.5,4.7,4.6,5.0,4.6,£5.3,0.906,0.868,0.887,0.868,0.906,0.906,0.887,0.849,0.868,0.868
Matip, Joel,LIV,0.7,0.7,0.6,0.6,0.7,0.7,0.6,0.6,1.2,0.8,0.6,0.7,0.6,0.7,0.6,0.7,0.6,0.7,0.8,0.7,£5.2,0.135,0.115,0.135,0.115,0.154,0.135,0.135,0.135,0.135,0.135
Lovren, Dejan,LIV,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,£5.3,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057
Williams, Neco,LIV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£4.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Phillips, Nathaniel,LIV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£4.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Hoever, Ki-Jana,LIV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£4.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Laporte, Aymeric,MCI,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.4,0.2,0.6,0.2,0.4,0.3,0.4,0.3,0.4,0.3,0.4,0.3,£6.3,0.000,0.000,0.000,0.016,0.032,0.032,0.048,0.048,0.048,0.048
Walker, Kyle,MCI,6.2,6.2,3.3,4.8,0.0,3.2,3.7,3.3,3.2,3.3,4.9,3.5,3.5,3.5,3.7,3.6,3.1,3.5,4.3,3.6,£5.7,1.088,0.842,0.561,0.579,0.579,0.614,0.614,0.632,0.614,0.632
Mendy, Benjamin,MCI,6.8,6.8,3.6,5.2,0.0,3.5,4.1,3.6,3.5,3.6,5.3,3.9,3.8,3.9,4.1,3.9,3.4,3.8,4.6,3.9,£5.5,1.236,0.945,0.636,0.655,0.655,0.709,0.709,0.709,0.691,0.709
Zinchenko, Oleksandr,MCI,1.0,1.0,0.5,0.8,0.0,0.5,0.6,0.5,0.5,0.5,0.9,0.6,0.5,0.6,0.6,0.6,0.5,0.6,0.7,0.6,£5.2,0.192,0.154,0.096,0.096,0.096,0.115,0.115,0.115,0.115,0.115
Stones, John,MCI,2.5,2.5,1.4,2.0,0.0,1.3,1.6,1.4,1.3,1.4,2.3,1.5,1.5,1.5,1.6,1.5,1.3,1.5,1.9,1.5,£5.3,0.472,0.377,0.245,0.264,0.264,0.283,0.283,0.283,0.283,0.283
Otamendi, Nicolás,MCI,6.5,6.5,3.5,5.0,0.0,3.3,3.9,3.5,3.4,3.5,5.1,3.7,3.6,3.7,3.9,3.7,3.3,3.7,4.5,3.8,£5.0,1.300,1.000,0.660,0.700,0.700,0.740,0.740,0.740,0.740,0.760
Danilo,,MCI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£5.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Angeliño,,MCI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£4.7,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Cancelo, João Pedro Cavaco,MCI,1.0,1.0,0.5,0.8,0.0,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,£5.2,0.192,0.154,0.096,0.096,0.096,0.096,0.096,0.096,0.096,0.096
Garcia, Eric,MCI,0.4,0.4,0.2,0.3,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,£4.5,0.089,0.067,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044
Wan-Bissaka, Aaron,MUN,0.0,0.0,3.2,1.6,0.0,1.1,2.5,1.4,3.5,1.8,3.3,2.1,2.7,2.2,2.5,2.2,4.3,2.4,2.4,2.4,£5.3,0.000,0.302,0.208,0.264,0.340,0.396,0.415,0.415,0.453,0.453
Maguire, Harry,MUN,0.0,0.0,3.0,1.5,0.0,1.0,2.3,1.3,3.3,1.7,3.2,2.0,2.6,2.1,2.4,2.1,4.1,2.3,2.3,2.3,£5.3,0.000,0.283,0.189,0.245,0.321,0.377,0.396,0.396,0.434,0.434
Smalling, Chris,MUN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£5.2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Young, Ashley,MUN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£5.4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Lindelöf, Victor,MUN,2.6,2.6,2.7,2.7,0.0,1.8,2.1,1.8,3.0,2.1,2.9,2.2,2.3,2.2,2.2,2.2,3.7,2.4,2.0,2.4,£5.3,0.491,0.509,0.340,0.340,0.396,0.415,0.415,0.415,0.453,0.453
Shaw, Luke,MUN,2.1,2.1,2.2,2.2,0.0,1.4,1.6,1.5,2.4,1.7,2.3,1.8,1.8,1.8,1.7,1.8,3.0,1.9,1.6,1.9,£5.4,0.389,0.407,0.259,0.278,0.315,0.333,0.333,0.333,0.352,0.352
Rojo, Marcos,MUN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£4.8,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Bailly, Eric,MUN,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,£4.9,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020
Dalot,,MUN,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,£4.9,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020
Darmian, Matteo,MUN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£4.9,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Jones, Phil,MUN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£4.8,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Tuanzebe, Axel,MUN,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,£4.4,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023
Williams, Brandon,MUN,0.6,0.6,0.7,0.6,0.0,0.4,0.6,0.5,0.8,0.5,0.7,0.6,0.6,0.6,0.6,0.6,1.1,0.6,0.6,0.6,£4.1,0.146,0.146,0.098,0.122,0.122,0.146,0.146,0.146,0.146,0.146
Ritchie, Matt,NEW,0.5,0.5,0.5,0.5,0.0,0.3,0.5,0.4,0.8,0.5,0.5,0.5,0.5,0.5,0.8,0.5,0.5,0.5,0.5,0.5,£5.3,0.094,0.094,0.057,0.075,0.094,0.094,0.094,0.094,0.094,0.094
Schär, Fabian,NEW,2.0,2.0,2.8,2.4,0.0,1.6,2.0,1.7,3.9,2.1,2.0,2.1,2.0,2.1,4.0,2.3,2.2,2.3,3.1,2.4,£5.0,0.400,0.480,0.320,0.340,0.420,0.420,0.420,0.460,0.460,0.480
Yedlin, DeAndre,NEW,0.4,0.4,0.4,0.4,0.0,0.3,0.4,0.3,0.6,0.4,0.4,0.4,0.4,0.4,0.6,0.4,0.4,0.4,0.4,0.4,£4.4,0.091,0.091,0.068,0.068,0.091,0.091,0.091,0.091,0.091,0.091
Fernández, Federico,NEW,2.8,2.8,3.8,3.3,0.0,2.2,2.8,2.3,5.0,2.9,2.8,2.9,2.7,2.8,5.1,3.1,3.0,3.1,4.1,3.2,£4.5,0.622,0.733,0.489,0.511,0.644,0.644,0.622,0.689,0.689,0.711
Dummett, Paul,NEW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.1,0.8,0.2,1.7,0.4,0.8,0.5,1.2,0.5,£4.4,0.000,0.000,0.000,0.000,0.000,0.023,0.045,0.091,0.114,0.114
Manquillo, Javier,NEW,0.7,0.7,0.8,0.8,0.0,0.5,0.7,0.6,1.3,0.7,0.7,0.7,0.7,0.7,1.3,0.8,0.7,0.8,0.9,0.8,£4.3,0.163,0.186,0.116,0.140,0.163,0.163,0.163,0.186,0.186,0.186
Lejeune, Florian,NEW,0.4,0.4,0.4,0.4,0.0,0.3,0.4,0.3,0.6,0.4,0.4,0.4,0.4,0.4,0.7,0.4,0.4,0.4,0.4,0.4,£4.4,0.091,0.091,0.068,0.068,0.091,0.091,0.091,0.091,0.091,0.091
Lascelles, Jamaal,NEW,2.4,2.4,3.3,2.8,0.0,1.9,2.4,2.0,4.4,2.5,2.4,2.5,2.3,2.5,4.5,2.7,2.6,2.7,3.6,2.8,£4.3,0.558,0.651,0.442,0.465,0.581,0.581,0.581,0.628,0.628,0.651
Clark, Ciaran,NEW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.2,0.9,0.3,2.0,0.5,1.0,0.5,1.4,0.6,£4.3,0.000,0.000,0.000,0.000,0.000,0.047,0.070,0.116,0.116,0.140
Rose, Danny,NEW,0.4,0.4,0.4,0.4,0.0,0.3,0.4,0.3,0.7,0.4,0.4,0.4,0.4,0.4,0.7,0.4,0.4,0.4,0.5,0.4,£5.3,0.075,0.075,0.057,0.057,0.075,0.075,0.075,0.075,0.075,0.075
Willems, Jetro,NEW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.4,2.5,0.7,4.9,1.2,2.9,1.4,3.9,1.7,£4.4,0.000,0.000,0.000,0.000,0.000,0.091,0.159,0.273,0.318,0.386
Krafth, Emil,NEW,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.5,0.2,0.4,0.2,0.4,0.2,0.5,0.3,0.4,0.3,0.4,0.3,£4.3,0.000,0.000,0.000,0.023,0.047,0.047,0.047,0.070,0.070,0.070
Watts, Kelland,NEW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£3.9,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Gibson, Liam,NEW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£4.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Klose, Timm,NOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£4.3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Godfrey, Ben,NOR,0.8,0.8,0.8,0.8,0.0,0.5,0.8,0.6,1.2,0.7,0.8,0.7,1.5,0.8,0.8,0.8,1.0,0.9,0.8,0.8,£4.4,0.182,0.182,0.114,0.136,0.159,0.159,0.182,0.182,0.205,0.182
Aarons, Maximillian,NOR,1.4,1.4,1.5,1.4,0.0,1.0,1.1,1.0,2.1,1.2,1.3,1.2,2.7,1.4,1.5,1.4,1.8,1.5,1.3,1.5,£4.3,0.326,0.326,0.233,0.233,0.279,0.279,0.326,0.326,0.349,0.349
Zimmermann, Christoph,NOR,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.3,2.3,0.7,1.4,0.8,2.8,1.1,1.7,1.2,1.9,1.3,1.4,1.3,£4.4,0.000,0.000,0.000,0.068,0.159,0.182,0.250,0.273,0.295,0.295
Lewis, Jamal,NOR,1.4,1.4,1.5,1.4,0.0,1.0,1.1,1.0,2.1,1.2,1.3,1.2,2.7,1.4,1.5,1.4,1.8,1.5,1.3,1.5,£4.4,0.318,0.318,0.227,0.227,0.273,0.273,0.318,0.318,0.341,0.341
Hanley, Grant,NOR,0.4,0.4,0.4,0.4,0.0,0.3,0.4,0.3,0.4,0.3,0.4,0.3,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,£4.0,0.100,0.100,0.075,0.075,0.075,0.075,0.100,0.100,0.100,0.100
Byram, Sam,NOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£4.4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Heise, Philip,NOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£3.9,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Famewo, Akin,NOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£4.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Stevens, Enda,SHU,4.9,4.9,4.8,4.8,0.0,3.2,5.4,3.8,3.5,3.7,3.7,3.7,4.2,3.8,4.1,3.8,5.0,4.0,3.9,4.0,£5.1,0.961,0.941,0.627,0.745,0.725,0.725,0.745,0.745,0.784,0.784
Freeman, Kieron,SHU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£4.2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
O'Connell, Jack,SHU,3.9,3.9,3.9,3.9,0.0,2.6,4.4,3.0,2.7,3.0,2.9,3.0,3.3,3.0,3.2,3.0,4.0,3.1,3.0,3.1,£4.7,0.830,0.830,0.553,0.638,0.638,0.638,0.638,0.638,0.660,0.660
Baldock, George,SHU,5.1,5.1,5.0,5.0,0.0,3.4,5.6,3.9,3.6,3.9,3.9,3.9,4.4,3.9,4.2,4.0,5.2,4.1,4.0,4.1,£5.1,1.000,0.980,0.667,0.765,0.765,0.765,0.765,0.784,0.804,0.804
Egan, John,SHU,3.9,3.9,3.8,3.8,0.0,2.6,4.3,3.0,2.6,2.9,2.8,2.9,3.2,2.9,3.1,3.0,3.9,3.1,2.9,3.0,£4.6,0.848,0.826,0.565,0.652,0.630,0.630,0.630,0.652,0.674,0.652
Stearman, Richard,SHU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£3.9,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Lundstram, John,SHU,5.6,5.6,5.3,5.4,0.0,3.6,6.0,4.2,4.0,4.2,4.3,4.2,4.9,4.3,4.7,4.4,5.7,4.5,4.5,4.5,£4.9,1.143,1.102,0.735,0.857,0.857,0.857,0.878,0.898,0.918,0.918
Basham, Chris,SHU,3.6,3.6,3.5,3.6,0.0,2.4,4.1,2.8,2.4,2.7,2.6,2.7,3.0,2.7,2.9,2.8,3.6,2.9,2.7,2.8,£4.5,0.800,0.800,0.533,0.622,0.600,0.600,0.600,0.622,0.644,0.622
Jagielka, Phil,SHU,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,£4.2,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024
Jack Robinson,,SHU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£4.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Retsos, Panagiotis,SHU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£4.5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Vestergaard, Jannik,SOU,3.5,3.5,2.7,3.1,0.0,2.1,2.3,2.1,2.1,2.1,2.7,2.2,2.4,2.2,2.6,2.3,2.4,2.3,2.2,2.3,£4.6,0.761,0.674,0.457,0.457,0.457,0.478,0.478,0.500,0.500,0.500
Bertrand, Ryan,SOU,2.2,2.2,1.6,1.9,0.0,1.3,1.4,1.3,1.2,1.3,1.6,1.3,1.4,1.3,1.5,1.4,1.4,1.4,1.3,1.4,£4.8,0.458,0.396,0.271,0.271,0.271,0.271,0.271,0.292,0.292,0.292
Valery, Yan,SOU,0.2,0.2,0.2,0.2,0.0,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,£4.6,0.043,0.043,0.022,0.043,0.043,0.043,0.043,0.043,0.043,0.043
Bednarek, Jan,SOU,2.7,2.7,2.0,2.4,0.0,1.6,1.7,1.6,1.5,1.6,2.0,1.6,1.7,1.7,1.9,1.7,1.8,1.7,1.6,1.7,£4.4,0.614,0.545,0.364,0.364,0.364,0.364,0.386,0.386,0.386,0.386
Stephens, Jack,SOU,4.1,4.1,3.1,3.6,0.0,2.4,2.7,2.5,2.5,2.5,3.2,2.6,2.8,2.6,3.1,2.7,2.8,2.7,2.6,2.7,£4.5,0.911,0.800,0.533,0.556,0.556,0.578,0.578,0.600,0.600,0.600
Yoshida, Maya,SOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£4.2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Ramsay, Kayne,SOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£3.9,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Walker-Peters, Kyle,SOU,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,£4.4,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023
Hoedt, Wesley,SOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£4.2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Danso, Kevin,SOU,0.2,0.2,0.2,0.2,0.0,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,£4.2,0.048,0.048,0.024,0.048,0.048,0.048,0.048,0.048,0.048,0.048
Davies, Ben,TOT,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,£5.3,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038
Vertonghen, Jan,TOT,1.8,1.8,3.1,2.4,3.6,2.8,2.2,2.7,3.4,2.8,2.1,2.7,2.3,2.6,2.8,2.7,2.7,2.7,2.4,2.6,£5.2,0.346,0.462,0.538,0.519,0.538,0.519,0.500,0.519,0.519,0.500
Alderweireld, Toby,TOT,1.5,1.5,2.7,2.1,3.1,2.4,1.8,2.3,2.9,2.4,1.7,2.3,2.0,2.2,2.4,2.3,2.3,2.3,2.0,2.2,£5.3,0.283,0.396,0.453,0.434,0.453,0.434,0.415,0.434,0.434,0.415
Sánchez, Davinson,TOT,0.9,0.9,1.6,1.2,2.0,1.5,1.1,1.4,1.8,1.5,1.0,1.4,1.1,1.4,1.4,1.4,1.3,1.4,1.1,1.3,£5.3,0.170,0.226,0.283,0.264,0.283,0.264,0.264,0.264,0.264,0.245
Trippier, Kieran,TOT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£5.5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Foyth, Juan,TOT,0.0,0.0,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,£4.8,0.000,0.000,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021
Aurier, Serge,TOT,2.9,2.9,4.6,3.8,5.2,4.2,3.4,4.0,4.9,4.2,3.2,4.0,3.6,4.0,4.2,4.0,4.1,4.0,3.6,4.0,£5.0,0.580,0.760,0.840,0.800,0.840,0.800,0.800,0.800,0.800,0.800
Tanganga, Japhet,TOT,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,£4.1,0.073,0.073,0.073,0.073,0.073,0.073,0.073,0.073,0.073,0.073
Holebas, José,WAT,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,£4.6,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065
