last_name,first_name,Team,26,Average,27,Average,28,Average,29,Average,30,Average,31,Average,32,Average,33,Average,34,Average,35,Average,36,Average,37,Average,38,Average,Price,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value
Stiepermann, Marco,NOR,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,£5.1,0.098,0.098,0.098,0.098,0.098,0.098,0.098,0.098,0.098,0.098,0.098,0.098,0.098
McLean, Kenny,NOR,1.2,1.2,1.4,1.3,1.4,1.3,2.0,1.5,1.7,1.5,2.0,1.6,1.4,1.6,1.9,1.6,1.4,1.6,1.7,1.6,1.1,1.6,2.0,1.6,1.1,1.6,£4.9,0.245,0.265,0.265,0.306,0.306,0.327,0.327,0.327,0.327,0.327,0.327,0.327,0.327
Cantwell, Todd,NOR,2.8,2.8,3.1,3.0,3.1,3.0,4.1,3.3,3.6,3.3,4.1,3.5,3.1,3.4,4.0,3.5,3.1,3.4,3.6,3.5,2.6,3.4,4.2,3.5,2.1,3.3,£4.9,0.571,0.612,0.612,0.673,0.673,0.714,0.694,0.714,0.694,0.714,0.694,0.714,0.673
Leitner, Moritz,NOR,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,£4.3,0.070,0.070,0.070,0.070,0.070,0.070,0.070,0.070,0.070,0.070,0.070,0.070,0.070
Tettey, Alexander,NOR,1.4,1.4,1.6,1.5,1.6,1.5,2.3,1.7,1.9,1.8,2.3,1.8,1.6,1.8,2.2,1.9,1.6,1.8,1.9,1.8,1.3,1.8,2.3,1.8,1.2,1.8,£4.5,0.311,0.333,0.333,0.378,0.400,0.400,0.400,0.422,0.400,0.400,0.400,0.400,0.400
Trybull, Tom,NOR,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,£4.4,0.114,0.114,0.114,0.114,0.114,0.114,0.114,0.114,0.114,0.114,0.114,0.114,0.114
Drmic, Josip,NOR,0.7,0.7,0.7,0.7,0.8,0.7,0.7,0.7,1.0,0.8,1.0,0.8,0.7,0.8,1.1,0.8,0.7,0.8,1.0,0.8,0.7,0.8,1.0,0.8,0.8,0.8,£5.3,0.132,0.132,0.132,0.132,0.151,0.151,0.151,0.151,0.151,0.151,0.151,0.151,0.151
Roberts, Patrick,NOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£5.1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Fahrmann, Ralf,NOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£4.4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Byram, Sam,NOR,0.0,0.0,1.0,0.5,1.4,0.8,1.1,0.9,1.1,0.9,1.9,1.1,1.0,1.1,1.7,1.2,1.0,1.1,2.1,1.2,1.2,1.2,1.3,1.2,1.0,1.2,£4.4,0.000,0.114,0.182,0.205,0.205,0.250,0.250,0.273,0.250,0.273,0.273,0.273,0.273
Heise, Philip,NOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£3.9,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Amadou, Ibrahim,NOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£4.5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Idah, Adam,NOR,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,£4.4,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023
Mair, Archie,NOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£4.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Famewo, Akin,NOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£4.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Duda, Ondrej,NOR,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,£4.9,0.061,0.061,0.061,0.061,0.061,0.061,0.061,0.061,0.061,0.061,0.061,0.061,0.061
Rupp, Lukas,NOR,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,£4.5,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044
Mousset, Lys,SHU,2.9,2.9,2.9,2.9,0.0,1.9,3.5,2.3,2.0,2.3,2.5,2.3,3.1,2.4,2.5,2.4,2.5,2.4,2.7,2.5,2.2,2.4,2.8,2.5,3.4,2.5,£4.6,0.630,0.630,0.413,0.500,0.500,0.500,0.522,0.522,0.522,0.543,0.522,0.543,0.543
Stevens, Enda,SHU,3.9,3.9,4.2,4.0,0.0,2.7,4.4,3.1,4.5,3.4,3.4,3.4,5.0,3.6,3.2,3.6,3.5,3.6,4.0,3.6,3.6,3.6,4.6,3.7,3.7,3.7,£5.1,0.765,0.784,0.529,0.608,0.667,0.667,0.706,0.706,0.706,0.706,0.706,0.725,0.725
Freeman, Kieron,SHU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£4.2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
O'Connell, Jack,SHU,3.4,3.4,3.7,3.6,0.0,2.4,3.9,2.8,4.0,3.0,2.9,3.0,4.5,3.2,2.8,3.2,3.1,3.1,3.5,3.2,3.2,3.2,4.1,3.3,3.2,3.3,£4.7,0.723,0.766,0.511,0.596,0.638,0.638,0.681,0.681,0.660,0.681,0.681,0.702,0.702
Baldock, George,SHU,4.5,4.5,4.9,4.7,0.0,3.1,5.1,3.6,5.2,3.9,3.9,3.9,5.7,4.2,3.7,4.1,4.1,4.1,4.6,4.2,4.2,4.2,5.3,4.3,4.3,4.3,£5.1,0.882,0.922,0.608,0.706,0.765,0.765,0.824,0.804,0.804,0.824,0.824,0.843,0.843
Egan, John,SHU,3.5,3.5,3.8,3.6,0.0,2.4,4.0,2.8,4.1,3.1,3.0,3.1,4.5,3.3,2.8,3.2,3.1,3.2,3.5,3.2,3.2,3.2,4.2,3.3,3.3,3.3,£4.6,0.761,0.783,0.522,0.609,0.674,0.674,0.717,0.696,0.696,0.696,0.696,0.717,0.717
Stearman, Richard,SHU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£3.9,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Lundstram, John,SHU,5.3,5.3,5.7,5.5,0.0,3.7,5.9,4.2,5.8,4.5,4.7,4.6,6.5,4.8,4.4,4.8,4.8,4.8,5.4,4.8,5.0,4.9,6.2,5.0,5.1,5.0,£5.0,1.060,1.100,0.740,0.840,0.900,0.920,0.960,0.960,0.960,0.960,0.980,1.000,1.000
Sharp, Billy,SHU,0.7,0.7,0.7,0.7,0.0,0.5,0.9,0.6,0.6,0.6,0.6,0.6,0.8,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.9,0.6,£5.6,0.125,0.125,0.089,0.107,0.107,0.107,0.107,0.107,0.107,0.107,0.107,0.107,0.107
Eastwood, Jake,SHU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£4.3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Duffy, Mark,SHU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£5.2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Fleck, John,SHU,4.4,4.4,4.2,4.3,0.0,2.9,4.1,3.2,3.9,3.3,3.3,3.3,3.5,3.3,4.0,3.4,4.1,3.5,3.4,3.5,3.2,3.5,4.2,3.5,4.5,3.6,£5.1,0.863,0.843,0.569,0.627,0.647,0.647,0.647,0.667,0.686,0.686,0.686,0.686,0.706
Norwood, Oliver,SHU,2.7,2.7,2.5,2.6,0.0,1.7,2.5,1.9,2.3,2.0,1.9,2.0,2.0,2.0,2.4,2.0,2.5,2.1,2.0,2.1,1.8,2.1,2.6,2.1,2.7,2.1,£4.9,0.551,0.531,0.347,0.388,0.408,0.408,0.408,0.408,0.429,0.429,0.429,0.429,0.429
McGoldrick, David,SHU,1.8,1.8,1.8,1.8,0.0,1.2,2.3,1.5,1.2,1.4,1.6,1.5,2.0,1.5,1.5,1.5,1.6,1.5,1.7,1.6,1.4,1.5,1.7,1.5,2.2,1.6,£5.4,0.333,0.333,0.222,0.278,0.259,0.278,0.278,0.278,0.278,0.296,0.278,0.278,0.296
Basham, Chris,SHU,3.0,3.0,3.2,3.1,0.0,2.1,3.4,2.4,3.5,2.6,2.5,2.6,3.9,2.8,2.4,2.7,2.6,2.7,3.0,2.8,2.8,2.8,3.6,2.8,2.8,2.8,£4.5,0.667,0.689,0.467,0.533,0.578,0.578,0.622,0.600,0.600,0.622,0.622,0.622,0.622
Moore, Simon,SHU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£4.3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Freeman, Luke,SHU,0.7,0.7,0.6,0.6,0.0,0.4,0.6,0.5,0.6,0.5,0.6,0.5,0.6,0.5,0.6,0.5,0.6,0.5,0.6,0.5,0.6,0.6,0.6,0.6,0.7,0.6,£5.1,0.137,0.118,0.078,0.098,0.098,0.098,0.098,0.098,0.098,0.098,0.118,0.118,0.118
Jagielka, Phil,SHU,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,£4.2,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024
Callum Robinson,,SHU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£5.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Morrison, Ravel,SHU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£4.6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Henderson, Dean,SHU,5.2,5.2,5.5,5.4,0.0,3.6,5.8,4.1,5.7,4.4,4.5,4.4,6.3,4.7,4.3,4.7,4.7,4.7,5.2,4.7,4.9,4.7,6.0,4.8,4.9,4.8,£5.1,1.020,1.059,0.706,0.804,0.863,0.863,0.922,0.922,0.922,0.922,0.922,0.941,0.941
Osborn, Ben,SHU,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,£4.7,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021
McBurnie, Oliver,SHU,2.0,2.0,2.0,2.0,0.0,1.3,2.4,1.6,1.3,1.5,1.7,1.6,2.1,1.6,1.6,1.6,1.7,1.6,1.8,1.7,1.5,1.6,1.9,1.7,2.3,1.7,£5.7,0.351,0.351,0.228,0.281,0.263,0.281,0.281,0.281,0.281,0.298,0.281,0.298,0.298
Verrips, Michael,SHU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£4.4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Bešić, Muhamed,SHU,0.2,0.2,0.2,0.2,0.0,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,£4.4,0.045,0.045,0.023,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045
Clarke, Leon,SHU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£4.4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Rodwell, Jack,SHU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£4.5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Jack Robinson,,SHU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£4.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Berge, Sander,SHU,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,£5.0,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020
Zivkovic, Richairo,SHU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£5.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Retsos, Panagiotis,SHU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£4.5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Vestergaard, Jannik,SOU,2.2,2.2,3.8,3.0,3.5,3.2,3.4,3.2,2.8,3.1,2.0,2.9,2.6,2.9,2.1,2.8,2.9,2.8,2.5,2.8,2.7,2.8,2.6,2.8,2.2,2.7,£4.6,0.478,0.652,0.696,0.696,0.674,0.630,0.630,0.609,0.609,0.609,0.609,0.609,0.587
Bertrand, Ryan,SOU,1.1,1.1,2.1,1.6,1.9,1.7,1.9,1.8,1.4,1.7,1.0,1.6,1.3,1.5,1.0,1.5,1.5,1.5,1.2,1.4,1.4,1.4,1.3,1.4,1.1,1.4,£4.8,0.229,0.333,0.354,0.375,0.354,0.333,0.313,0.313,0.313,0.292,0.292,0.292,0.292
Valery, Yan,SOU,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,£4.6,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043
Bednarek, Jan,SOU,1.4,1.4,2.6,2.0,2.4,2.1,2.3,2.2,1.8,2.1,1.2,2.0,1.7,1.9,1.3,1.8,1.9,1.8,1.6,1.8,1.8,1.8,1.7,1.8,1.4,1.8,£4.4,0.318,0.455,0.477,0.500,0.477,0.455,0.432,0.409,0.409,0.409,0.409,0.409,0.409
Stephens, Jack,SOU,2.4,2.4,4.1,3.2,3.9,3.5,3.8,3.6,3.1,3.5,2.2,3.2,2.9,3.2,2.4,3.1,3.2,3.1,2.7,3.1,3.0,3.1,2.9,3.0,2.4,3.0,£4.4,0.545,0.727,0.795,0.818,0.795,0.727,0.727,0.705,0.705,0.705,0.705,0.682,0.682
Yoshida, Maya,SOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£4.2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Ramsay, Kayne,SOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£3.9,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Austin, Charlie,SOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£6.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Ings, Danny,SOU,6.1,6.1,6.9,6.5,6.8,6.6,5.6,6.4,6.9,6.5,6.0,6.4,6.5,6.4,6.4,6.4,6.0,6.4,6.5,6.4,6.5,6.4,6.7,6.4,4.5,6.3,£7.1,0.859,0.915,0.930,0.901,0.915,0.901,0.901,0.901,0.901,0.901,0.901,0.901,0.887
Obafemi, Michael,SOU,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,£4.9,0.082,0.082,0.082,0.082,0.082,0.082,0.082,0.082,0.082,0.082,0.082,0.082,0.082
Long, Shane,SOU,2.0,2.0,2.4,2.2,2.4,2.3,1.8,2.2,2.7,2.3,2.0,2.2,2.2,2.2,2.2,2.2,2.0,2.2,2.2,2.2,2.2,2.2,2.3,2.2,1.3,2.1,£4.6,0.435,0.478,0.500,0.478,0.500,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.457
Gallagher, Sam,SOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£4.5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Forster, Fraser,SOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£4.3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
McCarthy, Alex,SOU,2.2,2.2,3.8,3.0,3.5,3.2,3.4,3.2,2.8,3.1,2.0,2.9,2.6,2.9,2.1,2.8,2.9,2.8,2.5,2.8,2.7,2.8,2.6,2.8,2.2,2.7,£4.4,0.500,0.682,0.727,0.727,0.705,0.659,0.659,0.636,0.636,0.636,0.636,0.636,0.614
Gunn, Angus,SOU,0.6,0.6,1.0,0.8,0.9,0.8,0.9,0.8,0.6,0.8,0.6,0.8,0.6,0.7,0.6,0.7,0.7,0.7,0.6,0.7,0.6,0.7,0.6,0.7,0.6,0.7,£4.3,0.140,0.186,0.186,0.186,0.186,0.186,0.163,0.163,0.163,0.163,0.163,0.163,0.163
Redmond, Nathan,SOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.4,2.8,0.8,1.6,0.9,2.5,1.1,2.3,1.2,2.6,1.3,2.9,1.4,3.1,1.6,£6.2,0.000,0.000,0.000,0.000,0.000,0.065,0.129,0.145,0.177,0.194,0.210,0.226,0.258
Ward-Prowse, James,SOU,3.0,3.0,2.6,2.8,2.7,2.8,3.2,2.9,2.7,2.8,2.8,2.8,3.1,2.9,1.7,2.7,2.8,2.7,2.6,2.7,2.8,2.7,3.2,2.8,3.4,2.8,£5.7,0.526,0.491,0.491,0.509,0.491,0.491,0.509,0.474,0.474,0.474,0.474,0.491,0.491
Elyounoussi, Mohamed,SOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£5.2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Armstrong, Stuart,SOU,1.3,1.3,1.1,1.2,1.1,1.2,1.4,1.2,1.1,1.2,1.2,1.2,1.4,1.2,0.9,1.2,1.2,1.2,1.1,1.2,1.2,1.2,1.4,1.2,1.5,1.2,£5.2,0.250,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231
Lemina, Mario,SOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£4.7,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Højbjerg, Pierre-Emile,SOU,1.9,1.9,1.6,1.8,1.7,1.7,2.0,1.8,1.7,1.8,1.8,1.8,2.0,1.8,1.2,1.7,1.8,1.7,1.6,1.7,1.8,1.7,2.1,1.8,2.2,1.8,£4.8,0.396,0.375,0.354,0.375,0.375,0.375,0.375,0.354,0.354,0.354,0.354,0.375,0.375
Johnson, Tyreke,SOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£4.4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Slattery, Callum,SOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£4.4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Oriol Romeu,,SOU,1.1,1.1,0.9,1.0,1.0,1.0,1.2,1.0,1.0,1.0,1.0,1.0,1.2,1.1,0.8,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.2,1.0,1.3,1.0,£4.3,0.256,0.233,0.233,0.233,0.233,0.233,0.256,0.233,0.233,0.233,0.233,0.233,0.233
Walker-Peters, Kyle,SOU,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,£4.4,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023
Adams, Che,SOU,0.7,0.7,0.9,0.8,0.9,0.8,0.7,0.8,1.1,0.9,0.7,0.8,0.8,0.8,0.8,0.8,0.7,0.8,0.8,0.8,0.8,0.8,0.9,0.8,0.7,0.8,£5.3,0.132,0.151,0.151,0.151,0.170,0.151,0.151,0.151,0.151,0.151,0.151,0.151,0.151
Djenepo, Moussa,SOU,0.8,0.8,0.7,0.8,0.7,0.7,0.9,0.8,0.7,0.8,0.8,0.8,0.9,0.8,0.7,0.8,0.7,0.8,0.7,0.8,0.8,0.8,0.9,0.8,1.0,0.8,£5.2,0.154,0.154,0.135,0.154,0.154,0.154,0.154,0.154,0.154,0.154,0.154,0.154,0.154
Hoedt, Wesley,SOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£4.3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Boufal, Sofiane,SOU,0.0,0.0,0.6,0.3,0.6,0.4,0.6,0.4,0.6,0.5,0.6,0.5,0.6,0.5,0.6,0.5,0.6,0.5,0.6,0.5,0.6,0.5,0.7,0.6,0.7,0.6,£5.5,0.000,0.055,0.073,0.073,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.109,0.109
Danso, Kevin,SOU,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,£4.2,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048
N'Lundulu, Daniel,SOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£4.5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
