last_name,first_name,Team,26,Average,27,Average,28,Average,29,Average,30,Average,31,Average,32,Average,33,Average,34,Average,35,Average,36,Average,37,Average,38,Average,Price,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value
Shaw, Luke,MUN,0.5,0.5,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.8,0.5,0.5,0.5,£5.4,0.093,0.111,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093
Rojo, Marcos,MUN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£4.8,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Bailly, Eric,MUN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£4.9,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Dalot,,MUN,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,£4.9,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020
Darmian, Matteo,MUN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£4.9,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Jones, Phil,MUN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£4.8,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Lukaku, Romelu,MUN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£8.5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Rashford, Marcus,MUN,0.0,0.0,0.0,0.0,0.0,0.0,8.8,2.2,6.7,3.1,7.1,3.8,6.7,4.2,9.1,4.8,6.5,5.0,8.4,5.3,7.0,5.5,9.0,5.8,6.0,5.8,£8.9,0.000,0.000,0.000,0.247,0.348,0.427,0.472,0.539,0.562,0.596,0.618,0.652,0.652
Greenwood, Mason,MUN,1.3,1.3,2.1,1.7,1.1,1.5,2.1,1.6,1.3,1.6,1.4,1.5,1.2,1.5,2.1,1.6,1.2,1.5,2.1,1.6,1.3,1.6,2.1,1.6,1.0,1.6,£4.4,0.295,0.386,0.341,0.364,0.364,0.341,0.341,0.364,0.341,0.364,0.364,0.364,0.364
de Gea, David,MUN,2.6,2.6,3.6,3.1,2.6,2.9,3.2,3.0,3.1,3.0,3.3,3.1,2.4,3.0,3.6,3.0,3.4,3.1,2.8,3.1,2.6,3.0,4.4,3.1,2.3,3.1,£5.4,0.481,0.574,0.537,0.556,0.556,0.574,0.556,0.556,0.574,0.574,0.556,0.574,0.574
Romero, Sergio,MUN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£4.7,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Grant, Lee,MUN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£4.8,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Pogba, Paul,MUN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.3,0.1,0.3,0.1,0.3,0.1,0.3,0.2,0.3,0.2,0.3,0.2,0.3,0.2,£8.3,0.000,0.000,0.000,0.000,0.000,0.012,0.012,0.012,0.012,0.024,0.024,0.024,0.024
Martial, Anthony,MUN,4.1,4.1,7.0,5.6,4.4,5.2,4.9,5.1,3.6,4.8,7.3,5.2,4.5,5.1,7.1,5.4,3.8,5.2,6.2,5.3,4.6,5.2,6.2,5.3,3.9,5.2,£7.9,0.519,0.709,0.658,0.646,0.608,0.658,0.646,0.684,0.658,0.671,0.658,0.671,0.658
Sánchez, Alexis,MUN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£6.8,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Lingard, Jesse,MUN,0.5,0.5,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,£6.3,0.079,0.095,0.079,0.079,0.079,0.079,0.079,0.079,0.079,0.079,0.079,0.079,0.079
Mata, Juan,MUN,0.7,0.7,1.1,0.9,0.7,0.8,0.7,0.8,0.7,0.8,1.2,0.8,0.7,0.8,1.1,0.9,0.7,0.8,0.8,0.8,0.7,0.8,0.8,0.8,0.7,0.8,£6.2,0.113,0.145,0.129,0.129,0.129,0.129,0.129,0.145,0.129,0.129,0.129,0.129,0.129
James, Daniel,MUN,2.0,2.0,3.9,3.0,2.1,2.7,2.5,2.6,1.7,2.4,4.3,2.8,2.2,2.7,3.9,2.8,1.8,2.7,3.3,2.8,2.3,2.7,3.3,2.8,1.9,2.7,£5.9,0.339,0.508,0.458,0.441,0.407,0.475,0.458,0.475,0.458,0.475,0.458,0.475,0.458
Fred,,MUN,0.9,0.9,1.6,1.2,0.9,1.1,0.9,1.1,0.9,1.0,1.8,1.2,0.9,1.1,1.6,1.2,0.9,1.2,1.3,1.2,0.9,1.1,1.3,1.2,0.9,1.1,£5.3,0.170,0.226,0.208,0.208,0.189,0.226,0.208,0.226,0.226,0.226,0.208,0.226,0.208
Gomes, Angel,MUN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£4.8,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Pereira, Andreas,MUN,1.1,1.1,2.3,1.7,1.1,1.5,1.3,1.4,1.1,1.4,2.6,1.6,1.2,1.5,2.3,1.6,1.1,1.6,1.9,1.6,1.2,1.6,1.9,1.6,1.1,1.6,£4.9,0.224,0.347,0.306,0.286,0.286,0.327,0.306,0.327,0.327,0.327,0.327,0.327,0.327
Matic, Nemanja,MUN,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,£4.8,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063
McTominay, Scott,MUN,0.0,0.0,0.0,0.0,2.0,0.7,2.4,1.1,1.6,1.2,4.1,1.7,2.1,1.7,3.8,2.0,1.7,2.0,3.2,2.1,2.2,2.1,3.2,2.2,1.8,2.2,£4.9,0.000,0.000,0.143,0.224,0.245,0.347,0.347,0.408,0.408,0.429,0.429,0.449,0.449
Chong, Tahith,MUN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£4.3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Garner, James,MUN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£4.3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Tuanzebe, Axel,MUN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,£4.4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.023,0.023,0.023
Williams, Brandon,MUN,0.5,0.5,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.6,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.9,0.6,0.5,0.6,£4.1,0.122,0.146,0.122,0.122,0.122,0.122,0.122,0.122,0.122,0.122,0.122,0.146,0.146
Fernandes,,MUN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£8.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Ighalo, Odion,MUN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£6.5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Ritchie, Matt,NEW,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.7,0.4,0.4,0.4,0.6,0.5,0.4,0.5,0.4,0.5,0.6,0.5,0.4,0.5,0.4,0.5,£5.3,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.094,0.094,0.094,0.094,0.094,0.094
Schär, Fabian,NEW,1.9,1.9,2.6,2.2,2.8,2.4,2.3,2.4,2.8,2.5,4.4,2.8,2.2,2.7,3.9,2.9,2.2,2.8,2.2,2.7,4.0,2.8,2.4,2.8,3.1,2.8,£5.0,0.380,0.440,0.480,0.480,0.500,0.560,0.540,0.580,0.560,0.540,0.560,0.560,0.560
Yedlin, DeAndre,NEW,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.9,0.6,0.5,0.6,0.7,0.6,0.5,0.6,0.5,0.6,0.7,0.6,0.5,0.6,0.5,0.6,£4.4,0.114,0.114,0.114,0.114,0.114,0.136,0.136,0.136,0.136,0.136,0.136,0.136,0.136
Fernández, Federico,NEW,2.3,2.3,3.1,2.7,3.4,2.9,2.8,2.9,3.4,3.0,5.1,3.4,2.7,3.3,4.6,3.4,2.7,3.3,2.7,3.3,4.8,3.4,2.9,3.4,3.7,3.4,£4.5,0.511,0.600,0.644,0.644,0.667,0.756,0.733,0.756,0.733,0.733,0.756,0.756,0.756
Dummett, Paul,NEW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.4,0.9,0.4,1.9,0.6,0.9,0.7,0.9,0.7,1.9,0.8,1.0,0.8,1.3,0.8,£4.4,0.000,0.000,0.000,0.000,0.000,0.091,0.091,0.136,0.159,0.159,0.182,0.182,0.182
Manquillo, Javier,NEW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.2,0.6,0.3,1.1,0.4,0.6,0.4,0.6,0.4,1.2,0.5,0.6,0.5,0.8,0.5,£4.3,0.000,0.000,0.000,0.000,0.000,0.047,0.070,0.093,0.093,0.093,0.116,0.116,0.116
Lejeune, Florian,NEW,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.9,0.6,0.5,0.6,0.7,0.6,0.5,0.6,0.5,0.6,0.8,0.6,0.5,0.6,0.5,0.6,£4.4,0.114,0.114,0.114,0.114,0.114,0.136,0.136,0.136,0.136,0.136,0.136,0.136,0.136
Lascelles, Jamaal,NEW,2.1,2.1,2.8,2.4,3.1,2.7,2.6,2.6,3.1,2.7,4.8,3.1,2.5,3.0,4.3,3.2,2.4,3.1,2.4,3.0,4.4,3.1,2.6,3.1,3.4,3.1,£4.2,0.500,0.571,0.643,0.619,0.643,0.738,0.714,0.762,0.738,0.714,0.738,0.738,0.738
Clark, Ciaran,NEW,0.0,0.0,1.3,0.6,1.4,0.9,1.1,1.0,1.4,1.0,2.5,1.3,1.1,1.3,2.2,1.4,1.1,1.3,1.1,1.3,2.2,1.4,1.2,1.4,1.6,1.4,£4.3,0.000,0.140,0.209,0.233,0.233,0.302,0.302,0.326,0.302,0.302,0.326,0.326,0.326
Muto, Yoshinori,NEW,0.0,0.0,0.2,0.1,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,£5.1,0.000,0.020,0.020,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039
Joselu,,NEW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£5.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Dubravka, Martin,NEW,2.8,2.8,3.7,3.2,4.0,3.5,3.4,3.5,4.0,3.6,5.7,3.9,3.2,3.8,5.4,4.0,3.2,3.9,3.2,3.9,5.5,4.0,3.4,4.0,4.3,4.0,£5.0,0.560,0.640,0.700,0.700,0.720,0.780,0.760,0.800,0.780,0.780,0.800,0.800,0.800
Darlow, Karl,NEW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£4.3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Woodman, Frederick,NEW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£4.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Almirón, Miguel,NEW,2.2,2.2,2.0,2.1,3.1,2.4,2.5,2.4,3.5,2.7,2.7,2.7,2.3,2.6,2.6,2.6,1.4,2.5,2.2,2.4,2.4,2.4,2.0,2.4,1.9,2.4,£5.8,0.379,0.362,0.414,0.414,0.466,0.466,0.448,0.448,0.431,0.414,0.414,0.414,0.414
Atsu, Christian,NEW,0.7,0.7,0.7,0.7,1.0,0.8,0.8,0.8,1.2,0.9,0.9,0.9,0.7,0.9,0.8,0.8,0.7,0.8,0.7,0.8,0.8,0.8,0.7,0.8,0.7,0.8,£5.3,0.132,0.132,0.151,0.151,0.170,0.170,0.170,0.151,0.151,0.151,0.151,0.151,0.151
Ki Sung-yueng,,NEW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£4.7,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Shelvey, Jonjo,NEW,0.0,0.0,3.8,1.9,5.4,3.1,4.6,3.4,5.9,3.9,4.9,4.1,4.2,4.1,4.7,4.2,2.8,4.0,4.1,4.0,4.4,4.1,3.7,4.0,3.7,4.0,£4.9,0.000,0.388,0.633,0.694,0.796,0.837,0.837,0.857,0.816,0.816,0.837,0.816,0.816
Longstaff, Sean,NEW,1.0,1.0,0.9,1.0,1.5,1.1,1.2,1.2,1.7,1.3,1.3,1.3,1.0,1.2,1.2,1.2,0.9,1.2,1.0,1.2,1.1,1.2,0.9,1.1,0.9,1.1,£5.0,0.200,0.200,0.220,0.240,0.260,0.260,0.240,0.240,0.240,0.240,0.240,0.220,0.220
Hayden, Isaac,NEW,1.7,1.7,1.6,1.6,2.5,1.9,2.0,2.0,2.8,2.1,2.2,2.1,1.8,2.1,2.1,2.1,1.2,2.0,1.7,2.0,1.9,2.0,1.5,1.9,1.5,1.9,£4.3,0.395,0.372,0.442,0.465,0.488,0.488,0.488,0.488,0.465,0.465,0.465,0.442,0.442
Rose, Danny,NEW,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,£5.3,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075
Joelinton,,NEW,1.4,1.4,1.6,1.5,2.0,1.7,2.1,1.8,1.4,1.7,2.4,1.8,1.5,1.8,2.1,1.8,1.7,1.8,1.5,1.8,2.3,1.8,1.5,1.8,1.5,1.8,£5.5,0.255,0.273,0.309,0.327,0.309,0.327,0.327,0.327,0.327,0.327,0.327,0.327,0.327
Colback, Jack,NEW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£4.4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Murphy, Jacob,NEW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£4.8,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Willems, Jetro,NEW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,0.8,2.7,1.1,4.6,1.5,2.7,1.7,2.7,1.8,4.8,2.1,2.9,2.1,3.7,2.2,£4.5,0.000,0.000,0.000,0.000,0.000,0.178,0.244,0.333,0.378,0.400,0.467,0.467,0.489
Aarons, Rolando,NEW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£4.8,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Saint-Maximin, Allan,NEW,0.9,0.9,0.8,0.8,1.3,1.0,1.0,1.0,1.6,1.1,1.1,1.1,0.9,1.1,1.1,1.1,0.8,1.1,0.9,1.0,1.0,1.0,0.8,1.0,0.8,1.0,£5.4,0.167,0.148,0.185,0.185,0.204,0.204,0.204,0.204,0.204,0.185,0.185,0.185,0.185
Krafth, Emil,NEW,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.4,0.2,0.7,0.2,0.4,0.3,0.6,0.3,0.4,0.3,0.4,0.3,0.6,0.4,0.4,0.4,0.4,0.4,£4.3,0.000,0.000,0.000,0.023,0.047,0.047,0.070,0.070,0.070,0.070,0.093,0.093,0.093
Carroll, Andy,NEW,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.4,1.1,0.6,1.9,0.8,1.2,0.8,1.7,1.0,1.4,1.0,1.1,1.0,1.9,1.1,1.1,1.1,1.2,1.1,£5.4,0.000,0.000,0.000,0.074,0.111,0.148,0.148,0.185,0.185,0.185,0.204,0.204,0.204
Matthew Longstaff,,NEW,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.7,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,£4.5,0.111,0.111,0.111,0.111,0.133,0.111,0.111,0.111,0.111,0.111,0.111,0.111,0.111
Gayle, Dwight,NEW,0.0,0.0,0.2,0.1,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,£5.0,0.000,0.020,0.020,0.040,0.040,0.040,0.040,0.040,0.040,0.040,0.040,0.040,0.040
Elliot, Robert,NEW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£4.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Allan, Thomas,NEW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£4.5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Watts, Kelland,NEW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£4.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Gibson, Liam,NEW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£4.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Bentaleb, Nabil,NEW,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,£5.0,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020
Lazaro, Valentino,NEW,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,£5.5,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018
Klose, Timm,NOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£4.3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Godfrey, Ben,NOR,0.8,0.8,0.6,0.7,0.7,0.7,0.6,0.7,0.6,0.7,1.1,0.7,0.6,0.7,0.9,0.7,0.6,0.7,1.2,0.8,0.6,0.8,0.7,0.8,0.6,0.7,£4.4,0.182,0.159,0.159,0.159,0.159,0.159,0.159,0.159,0.159,0.182,0.182,0.182,0.159
Aarons, Maximillian,NOR,1.5,1.5,1.0,1.2,1.4,1.3,1.1,1.2,1.1,1.2,1.9,1.3,1.0,1.3,1.7,1.3,1.0,1.3,2.1,1.4,1.2,1.4,1.3,1.4,1.0,1.3,£4.3,0.349,0.279,0.302,0.279,0.279,0.302,0.302,0.302,0.302,0.326,0.326,0.326,0.302
Zimmermann, Christoph,NOR,2.0,2.0,1.4,1.7,1.9,1.8,1.5,1.7,1.6,1.7,2.6,1.8,1.2,1.7,2.3,1.8,1.4,1.8,2.7,1.9,1.7,1.8,1.8,1.8,1.4,1.8,£4.4,0.455,0.386,0.409,0.386,0.386,0.409,0.386,0.409,0.409,0.432,0.409,0.409,0.409
Lewis, Jamal,NOR,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,£4.4,0.114,0.114,0.114,0.114,0.114,0.114,0.114,0.114,0.114,0.114,0.114,0.114,0.114
Hanley, Grant,NOR,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,£4.0,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075
Pukki, Teemu,NOR,5.0,5.0,4.9,5.0,5.4,5.1,4.0,4.8,6.4,5.1,6.3,5.3,4.9,5.3,6.6,5.4,5.0,5.4,6.4,5.5,5.3,5.5,6.3,5.5,5.6,5.5,£6.5,0.769,0.769,0.785,0.738,0.785,0.815,0.815,0.831,0.831,0.846,0.846,0.846,0.846
Srbeny, Dennis,NOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£5.2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Krul, Tim,NOR,3.5,3.5,2.5,3.0,3.3,3.1,2.7,3.0,2.8,3.0,4.2,3.2,2.2,3.0,3.9,3.1,2.6,3.1,4.5,3.2,3.0,3.2,3.2,3.2,2.6,3.2,£4.5,0.778,0.667,0.689,0.667,0.667,0.711,0.667,0.689,0.689,0.711,0.711,0.711,0.711
McGovern, Michael,NOR,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,£4.0,0.050,0.050,0.050,0.050,0.050,0.050,0.050,0.050,0.050,0.050,0.050,0.050,0.050
Vrancic, Mario,NOR,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,£6.2,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065
Buendía, Emiliano,NOR,2.0,2.0,2.3,2.2,2.3,2.2,3.2,2.4,2.8,2.5,3.2,2.6,2.3,2.6,3.1,2.7,2.3,2.6,2.7,2.6,1.9,2.6,3.2,2.6,1.5,2.5,£6.0,0.333,0.367,0.367,0.400,0.417,0.433,0.433,0.450,0.433,0.433,0.433,0.433,0.417
Hernández, Onel,NOR,0.7,0.7,0.7,0.7,0.7,0.7,0.9,0.7,0.7,0.7,0.9,0.8,0.7,0.8,0.8,0.8,0.7,0.8,0.7,0.8,0.7,0.7,0.9,0.8,0.7,0.8,£5.3,0.132,0.132,0.132,0.132,0.132,0.151,0.151,0.151,0.151,0.151,0.132,0.151,0.151
